share_name                     ,number,first_date,last_date
ANGLO AMERICAN SP.ADR 1/2      ,A143BR.ETR,13.11.2020,22.03.2021
ANHEUSER-BUSCH INBEV           ,A2ASUV.FFM,13.11.2020,23.04.2021
ANHEUSER-BUSCH INBEV           ,A2ASUV.ETR,13.11.2020,23.04.2021
ANNALY CAP.MGMT   DL -*01      ,909823.ETR,15.01.2021,22.03.2021
ANNALY CAP.MGMT   DL -*01      ,909823.FFM,15.01.2021,23.04.2021
ANSYS INC.         DL-*01      ,901492.ETR,13.11.2020,23.04.2021
ANSYS INC.         DL-*01      ,901492.FFM,13.11.2020,23.04.2021
ANTHEM INC.        DL-*01      ,A12FMV.ETR,15.01.2021,23.04.2021
ANTHEM INC.        DL-*01      ,A12FMV.FFM,15.01.2021,23.04.2021
APA CORP.        DL -*625      ,A2QQVE.ETR,26.03.2021,23.04.2021
APA CORP.        DL -*625      ,A2QQVE.FFM,26.03.2021,23.04.2021
APACHE CORP.     DL -*625      ,857530.ETR,15.01.2021,02.03.2021
APPLE INC.                     ,865985.FFM,13.11.2020,23.04.2021
APPLE INC.                     ,865985.ETR,13.11.2020,23.04.2021
APPLIED MATERIALS INC.         ,865177.FFM,13.11.2020,23.04.2021
APPLIED MATERIALS INC.         ,865177.ETR,13.11.2020,23.04.2021
ARBONIA AG      NA.SF4*20      ,A1CUXD.FFM,08.05.2020,23.04.2021
ARBONIA AG      NA.SF4*20      ,A1CUXD.ETR,14.12.2020,23.04.2021
ARCELORMITTAL NY SHS/1 ON      ,A2DRY4.FFM,13.11.2020,23.04.2021
ARCELORMITTAL NY SHS/1 ON      ,A2DRY4.ETR,13.11.2020,22.03.2021
ARCELORMITTAL S.A. NOUV.       ,A2DRTZ.FFM,13.11.2020,23.04.2021
ARCELORMITTAL S.A. NOUV.       ,A2DRTZ.ETR,13.11.2020,23.04.2021
ARCHER DANIELS MIDLAND         ,854161.ETR,13.11.2020,23.04.2021
ARCHER DANIELS MIDLAND         ,854161.FFM,13.11.2020,23.04.2021
ARCONIC CORP.      DL-*01      ,A2PZZV.FFM,13.11.2020,23.04.2021
ARCONIC CORP.      DL-*01      ,A2PZZV.ETR,13.11.2020,23.04.2021
ARCONIC INC.         DL 1      ,A2ATUW.ETR,02.04.2020,02.04.2020
ARCONIC INC.         DL 1      ,A2ATUW.FFM,30.10.2020,30.10.2020
AROUNDTOWN EO-*01              ,A2DW8Z.FFM,13.11.2020,23.04.2021
AROUNDTOWN EO-*01              ,A2DW8Z.ETR,13.11.2020,23.04.2021
ARQULE INC.        DL-*01      ,903396.FFM,07.02.2020,07.02.2020
ARQULE INC.        DL-*01      ,903396.ETR,15.01.2020,15.01.2020
ARROW EL. INC.       DL 1      ,855225.ETR,26.01.2021,23.04.2021
ARROW EL. INC.       DL 1      ,855225.FFM,27.01.2021,23.04.2021
ARTEC TECHNOLOGIES O.N.        ,520958.FFM,13.11.2020,23.04.2021
ARTEC TECHNOLOGIES O.N.        ,520958.ETR,13.11.2020,23.04.2021
ARTNET AG NA O.N.              ,A1K037.FFM,13.11.2020,23.04.2021
ARTNET AG NA O.N.              ,A1K037.ETR,13.11.2020,23.04.2021
ARTNET AG NA O.N. JUNGE        ,A3H22W.ETR,14.12.2020,18.12.2020
ARTNET AG NA O.N. JUNGE        ,A3H22W.FFM,14.12.2020,22.01.2021
ASKNET SOLUT.AG NA O.N.        ,A2E370.FFM,13.11.2020,23.04.2021
ASKNET SOLUT.AG NA O.N.        ,A2E370.ETR,13.11.2020,23.04.2021
ASMALLWORLD AG SF 1            ,A2JE3W.ETR,14.12.2020,23.04.2021
ASMALLWORLD AG SF 1            ,A2JE3W.FFM,07.02.2020,07.02.2020
ASML HOLDING    EO -*09        ,A1J4U4.FFM,13.11.2020,23.04.2021
ASML HOLDING    EO -*09        ,A1J4U4.ETR,13.11.2020,23.04.2021
ASML HOLDING NY    EO-*09      ,A1J85V.ETR,13.11.2020,22.03.2021
ASML HOLDING NY    EO-*09      ,A1J85V.FFM,13.11.2020,23.04.2021
ASTRAZENECA PLC    DL-*25      ,886455.FFM,13.11.2020,23.04.2021
ASTRAZENECA PLC    DL-*25      ,886455.ETR,13.11.2020,23.04.2021
AT + T INC.          DL 1      ,A0HL9Z.FFM,13.11.2020,23.04.2021
AT + T INC.          DL 1      ,A0HL9Z.ETR,13.11.2020,23.04.2021
AT+S AUSTR.T.+SYSTEMT.         ,922230.FFM,13.11.2020,23.04.2021
AT+S AUSTR.T.+SYSTEMT.         ,922230.ETR,13.11.2020,23.04.2021
ATMOS EN. CORP.                ,868746.ETR,15.01.2021,23.04.2021
ATMOS EN. CORP.                ,868746.FFM,15.01.2021,23.04.2021
ATOSS SOFTWARE AG              ,510440.FFM,13.11.2020,23.04.2021
ATOSS SOFTWARE AG              ,510440.ETR,13.11.2020,23.04.2021
AUDI AG O.N.                   ,675700.ETR,13.11.2020,16.11.2020
AUMANN AG  INH O.N.            ,A2DAM0.FFM,13.11.2020,23.04.2021
AUMANN AG  INH O.N.            ,A2DAM0.ETR,13.11.2020,23.04.2021
AURELIUS EQ.OPP.   O.N.        ,A0JK2A.FFM,13.11.2020,23.04.2021
AURELIUS EQ.OPP.   O.N.        ,A0JK2A.ETR,13.11.2020,23.04.2021
AURUBIS AG                     ,676650.FFM,13.11.2020,23.04.2021
AURUBIS AG                     ,676650.ETR,13.11.2020,23.04.2021
AUTO1 GROUP SE  INH O.N.       ,A2LQ88.ETR,16.02.2021,23.04.2021
AUTO1 GROUP SE  INH O.N.       ,A2LQ88.FFM,16.02.2021,23.04.2021
AUTODESK INC.                  ,869964.FFM,13.11.2020,23.04.2021
AUTODESK INC.                  ,869964.ETR,13.11.2020,23.04.2021
AUTOM. DATA PROC. DL -*10      ,850347.ETR,15.01.2021,23.04.2021
AUTOM. DATA PROC. DL -*10      ,850347.FFM,15.01.2021,23.04.2021
AVALONBAY COMM.    DL-*01      ,914867.ETR,15.01.2021,22.03.2021
AVALONBAY COMM.    DL-*01      ,914867.FFM,15.01.2021,23.04.2021
AVERY DENNISON       DL 1      ,850354.ETR,15.01.2021,23.04.2021
AVERY DENNISON       DL 1      ,850354.FFM,15.01.2021,23.04.2021
AVES ONE AG O.N.               ,A16811.FFM,13.11.2020,23.04.2021
AVES ONE AG O.N.               ,A16811.ETR,13.11.2020,23.04.2021
AXA EQUIT. HLDGS   DL-*01      ,A2JK4G.FFM,07.02.2020,01.01.2019
AXA EQUIT. HLDGS   DL-*01      ,A2JK4G.ETR,14.01.2020,14.01.2020
AXA S.A. INH.     EO 2*29      ,855705.FFM,13.11.2020,23.04.2021
AXA S.A. INH.     EO 2*29      ,855705.ETR,13.11.2020,23.04.2021
B+S BANKSYSTEME AG O.N.        ,126215.FFM,13.11.2020,23.04.2021
B+S BANKSYSTEME AG O.N.        ,126215.ETR,13.11.2020,23.04.2021
B.R.A.I.N. NA                  ,520394.FFM,13.11.2020,23.04.2021
B.R.A.I.N. NA                  ,520394.ETR,13.11.2020,23.04.2021
BAADER BANK AG                 ,508810.FFM,13.11.2020,23.04.2021
BAADER BANK AG                 ,508810.ETR,13.11.2020,23.04.2021
BAE SYSTEMS PLC   LS-*025      ,866131.FFM,13.11.2020,23.04.2021
BAE SYSTEMS PLC   LS-*025      ,866131.ETR,13.11.2020,23.04.2021
BAKER HUGHES CO.               ,A2DUAY.FFM,13.11.2020,23.04.2021
BAKER HUGHES CO.               ,A2DUAY.ETR,13.11.2020,23.04.2021
BALL CORP.                     ,860408.ETR,15.01.2021,23.04.2021
BALL CORP.                     ,860408.FFM,15.01.2021,23.04.2021
BALLARD PWR SYS                ,A0RENB.ETR,23.04.2021,23.04.2021
BALLARD PWR SYS                ,A0RENB.FFM,23.04.2021,23.04.2021
BANDWID.INC. CL.A DL-*001      ,A2H7JF.ETR,15.01.2021,23.04.2021
BANDWID.INC. CL.A DL-*001      ,A2H7JF.FFM,15.01.2021,23.04.2021
BANK AMERICA      DL 0*01      ,858388.FFM,13.11.2020,23.04.2021
BANK AMERICA      DL 0*01      ,858388.ETR,13.11.2020,23.04.2021
BARCLAYS PLC      LS 0*25      ,850403.FFM,13.11.2020,23.04.2021
BARCLAYS PLC      LS 0*25      ,850403.ETR,13.11.2020,23.04.2021
BARRICK GOLD CORP.             ,870450.FFM,13.11.2020,23.04.2021
BARRICK GOLD CORP.             ,870450.ETR,13.11.2020,23.04.2021
BASF SE NA O.N.                ,BASF11.FFM,13.11.2020,23.04.2021
BASF SE NA O.N.                ,BASF11.ETR,13.11.2020,23.04.2021
BASF SPONS. ADR 1/4            ,936785.FFM,13.11.2020,23.04.2021
BASF SPONS. ADR 1/4            ,936785.ETR,13.11.2020,22.03.2021
BASLER AG O.N.                 ,510200.FFM,13.11.2020,23.04.2021
BASLER AG O.N.                 ,510200.ETR,13.11.2020,23.04.2021
BASTEI LUEBBE AG  O.N.         ,A1X3YY.FFM,13.11.2020,23.04.2021
BASTEI LUEBBE AG  O.N.         ,A1X3YY.ETR,13.11.2020,23.04.2021
BAUER AG                       ,516810.FFM,13.11.2020,23.04.2021
BAUER AG                       ,516810.ETR,13.11.2020,23.04.2021
BAUMOT GROUP AG  O.N.          ,A2G8Y8.ETR,13.11.2020,12.04.2021
BAUMOT GROUP AG  O.N.          ,A2G8Y8.FFM,13.11.2020,23.04.2021
BAVARIA INDS GRP   O.N.        ,260555.FFM,13.11.2020,23.04.2021
BAVARIA INDS GRP   O.N.        ,260555.ETR,13.11.2020,23.04.2021
BAXTER INTL          DL 1      ,853815.ETR,13.11.2020,23.04.2021
BAXTER INTL          DL 1      ,853815.FFM,13.11.2020,23.04.2021
BAY.MOTOREN WERKE  VZO         ,519003.FFM,13.11.2020,23.04.2021
BAY.MOTOREN WERKE  VZO         ,519003.ETR,13.11.2020,23.04.2021
BAY.MOTOREN WERKE AG ST        ,519000.FFM,13.11.2020,23.04.2021
BAY.MOTOREN WERKE AG ST        ,519000.ETR,13.11.2020,23.04.2021
BAYER ADR /1/4                 ,879501.FFM,13.11.2020,23.04.2021
BAYER ADR /1/4                 ,879501.ETR,13.11.2020,22.03.2021
BAYER AG NA O.N.               ,BAY001.FFM,13.11.2020,23.04.2021
BAYER AG NA O.N.               ,BAY001.ETR,13.11.2020,23.04.2021
BAYER AG NA O.N. NEUE          ,BAY019.FFM,17.05.2019,17.05.2019
BAYWA AG   NA O.N.             ,519400.FFM,13.11.2020,23.04.2021
BAYWA AG   NA O.N.             ,519400.ETR,13.11.2020,23.04.2021
BAYWA AG VINK.NA. O.N.         ,519406.FFM,13.11.2020,23.04.2021
BAYWA AG VINK.NA. O.N.         ,519406.ETR,13.11.2020,23.04.2021
BB BIOTECH NAM.   SF 0*20      ,A0NFN3.FFM,13.11.2020,23.04.2021
BB BIOTECH NAM.   SF 0*20      ,A0NFN3.ETR,13.11.2020,23.04.2021
BCO BIL.VIZ.ARG.ADR EO*-4      ,876152.ETR,13.11.2020,22.03.2021
BCO BIL.VIZ.ARG.ADR EO*-4      ,876152.FFM,13.11.2020,23.04.2021
BCO BIL.VIZ.ARG.NOM.EO-49      ,875773.FFM,13.11.2020,23.04.2021
BCO BIL.VIZ.ARG.NOM.EO-49      ,875773.ETR,13.11.2020,23.04.2021
BCO SANTANDER N.EO0*5          ,858872.FFM,13.11.2020,23.04.2021
BCO SANTANDER N.EO0*5          ,858872.ETR,13.11.2020,23.04.2021
BECHTLE AG O.N.                ,515870.FFM,13.11.2020,23.04.2021
BECHTLE AG O.N.                ,515870.ETR,13.11.2020,23.04.2021
BECTON* DICKINSON    DL 1      ,857675.ETR,15.01.2021,23.04.2021
BECTON* DICKINSON    DL 1      ,857675.FFM,15.01.2021,23.04.2021
BED BATH + BEYOND  DL-*01      ,884304.FFM,13.11.2020,23.04.2021
BED BATH + BEYOND  DL-*01      ,884304.ETR,13.11.2020,23.04.2021
BEFESA S.A. ORD. O.N.          ,A2H5Z1.FFM,13.11.2020,23.04.2021
BEFESA S.A. ORD. O.N.          ,A2H5Z1.ETR,13.11.2020,23.04.2021
BEIERSDORF AG O.N.             ,520000.FFM,13.11.2020,23.04.2021
BEIERSDORF AG O.N.             ,520000.ETR,13.11.2020,23.04.2021
BERENTZEN-GRP.AG               ,520160.FFM,13.11.2020,23.04.2021
BERENTZEN-GRP.AG               ,520160.ETR,13.11.2020,23.04.2021
BERKSH. H.B NEW DL-*00333      ,A0YJQ2.FFM,13.11.2020,23.04.2021
BERKSH. H.B NEW DL-*00333      ,A0YJQ2.ETR,13.11.2020,23.04.2021
BERKSHIRE HATHAWAY A DL 5      ,854075.ETR,13.11.2020,23.04.2021
BERKSHIRE HATHAWAY A DL 5      ,854075.FFM,13.11.2020,23.04.2021
BERTRANDT AG O.N.              ,523280.FFM,13.11.2020,23.04.2021
BERTRANDT AG O.N.              ,523280.ETR,13.11.2020,23.04.2021
BET-AT-HOME.COM AG O.N.        ,A0DNAY.FFM,13.11.2020,23.04.2021
BET-AT-HOME.COM AG O.N.        ,A0DNAY.ETR,13.11.2020,23.04.2021
BEYOND MEAT INC.               ,A2N7XQ.FFM,13.11.2020,23.04.2021
BEYOND MEAT INC.               ,A2N7XQ.ETR,13.11.2020,23.04.2021
BHP GROUP PLC     DL -*50      ,A2N9WV.FFM,13.11.2020,23.04.2021
BHP GROUP PLC     DL -*50      ,A2N9WV.ETR,13.11.2020,23.04.2021
BIGCOMMERCE HLD. 1 -*0001      ,A2P9T5.ETR,26.01.2021,23.04.2021
BIGCOMMERCE HLD. 1 -*0001      ,A2P9T5.FFM,27.01.2021,23.04.2021
BIJOU BRIGITTE O.N.            ,522950.FFM,13.11.2020,23.04.2021
BIJOU BRIGITTE O.N.            ,522950.ETR,13.11.2020,23.04.2021
BILFINGER SE O.N.              ,590900.FFM,13.11.2020,23.04.2021
BILFINGER SE O.N.              ,590900.ETR,13.11.2020,23.04.2021
BIO-RAD LABS INC.DL-*0001      ,865406.ETR,15.01.2021,23.04.2021
BIO-RAD LABS INC.DL-*0001      ,865406.FFM,15.01.2021,23.04.2021
BIOFRONTERA AG NA O.N.         ,604611.FFM,13.11.2020,23.04.2021
BIOFRONTERA AG NA O.N.         ,604611.ETR,13.11.2020,23.04.2021
BIOGEN INC. DL -*0005          ,789617.FFM,13.11.2020,23.04.2021
BIOGEN INC. DL -*0005          ,789617.ETR,13.11.2020,23.04.2021
BIOMARIN PHAR.    DL-*001      ,924801.ETR,15.01.2021,23.04.2021
BIOMARIN PHAR.    DL-*001      ,924801.FFM,15.01.2021,23.04.2021
BIONTECH SE SPON. ADRS 1       ,A2PSR2.FFM,13.11.2020,23.04.2021
BIONTECH SE SPON. ADRS 1       ,A2PSR2.ETR,13.11.2020,23.04.2021
BIOTEST AG ST O.N.             ,522720.FFM,13.11.2020,23.04.2021
BIOTEST AG ST O.N.             ,522720.ETR,13.11.2020,23.04.2021
BIOTEST AG VZ O.N.             ,522723.FFM,13.11.2020,23.04.2021
BIOTEST AG VZ O.N.             ,522723.ETR,13.11.2020,23.04.2021
BITCOIN GROUP SE  O.N.         ,A1TNV9.FFM,13.11.2020,23.04.2021
BITCOIN GROUP SE  O.N.         ,A1TNV9.ETR,13.11.2020,23.04.2021
BK N.Y. MELLON    DL -*01      ,A0MVKA.ETR,15.01.2021,23.04.2021
BK N.Y. MELLON    DL -*01      ,A0MVKA.FFM,15.01.2021,23.04.2021
BK OF IRELD GRP      EO 1      ,A2DR6L.FFM,13.11.2020,23.04.2021
BK OF IRELD GRP      EO 1      ,A2DR6L.ETR,13.11.2020,23.04.2021
BLACKBERRY LTD                 ,A1W2YK.ETR,23.04.2021,23.04.2021
BLACKBERRY LTD                 ,A1W2YK.FFM,23.04.2021,23.04.2021
BLACKROCK  CL. A DL -*01       ,928193.FFM,13.11.2020,23.04.2021
BLACKROCK  CL. A DL -*01       ,928193.ETR,13.11.2020,23.04.2021
BLOOM ENERGY A   DL-*0001      ,A2JQTG.ETR,15.01.2021,23.04.2021
BLOOM ENERGY A   DL-*0001      ,A2JQTG.FFM,15.01.2021,23.04.2021
BLUE CAP             O.N.      ,A0JM2M.FFM,13.11.2020,23.04.2021
BLUE CAP             O.N.      ,A0JM2M.ETR,13.11.2020,23.04.2021
BNP P.EASY-ECPI CEL UETFC      ,A2PHCA.FFM,21.06.2019,21.06.2019
BNP P.EASY-EN.+ME.E.R.CEO      ,A2AE6P.FFM,07.02.2020,07.02.2020
BNP PARIBAS INH.     EO 2      ,887771.FFM,13.11.2020,23.04.2021
BNP PARIBAS INH.     EO 2      ,887771.ETR,13.11.2020,23.04.2021
BNP PE-EO CBSFF 13Y U.ETF      ,A2PP8B.FFM,22.11.2019,22.11.2019
BNP PE-EOCBSFF 1-5Y U.ETF      ,A2PP8C.FFM,22.11.2019,22.11.2019
BNP PE-F.E/N.DEXUKG U.ETF      ,A2PP8E.FFM,22.11.2019,22.11.2019
BNP PE-M.E.S.S-S.C5 U.ETF      ,A2PP8D.FFM,22.11.2019,22.11.2019
BNPPE-BB.EO AGG.TR.UETFCE      ,A2DH5P.FFM,27.12.2019,27.12.2019
BNPPE-M.USA SRISS5C.UEEOD      ,A2H5E5.FFM,07.02.2020,07.02.2020
BNPPE-MSCI EMU X CW UECEO      ,A2AL1W.FFM,22.11.2019,22.11.2019
BNPPE-MSCI EUR.X CW UECEO      ,A2AL1V.FFM,22.11.2019,22.11.2019
BNPPE-MSCI EXUKXCW UECEO       ,A2ADBR.FFM,27.12.2019,27.12.2019
BNPPE.-BA.E.GO.ILAM UECEO      ,A2DH5R.FFM,27.12.2019,27.12.2019
BNPPE.-E.DIV.US UCITSETFC      ,A2DU5G.FFM,27.12.2019,27.12.2019
BNPPE.-E.L.V.E.UECEO           ,A2AL3Y.FFM,07.02.2020,07.02.2020
BNPPE.-E.L.V.GER.UECEO         ,A2DPXG.FFM,27.12.2019,27.12.2019
BNPPE.-E.QA.EU.UEDEO           ,A2DHWH.FFM,27.12.2019,27.12.2019
BNPPE.-E.QU.EU.UECEO           ,A2AL31.FFM,27.12.2019,27.12.2019
BNPPE.-E.VAL.US UCITSETFC      ,A2DU5J.FFM,27.12.2019,27.12.2019
BNPPE.-EO CORP.BD.SRI CAP      ,A2N8AD.FFM,19.04.2019,19.04.2019
BNPPE.-IS.MUTBJQ150UEEOHC      ,A2DPXF.FFM,07.02.2020,07.02.2020
BNPPEFR-ST.EUR.600 H           ,A1W6FD.FFM,13.09.2019,13.09.2019
BOCI CBK-S.S.EX.50A I.AED      ,CDF2BC.FFM,27.12.2019,27.12.2019
BOEING CO.           DL 5      ,850471.FFM,13.11.2020,23.04.2021
BOEING CO.           DL 5      ,850471.ETR,13.11.2020,23.04.2021
BOMBARDIER INC. CL. B          ,866671.FFM,13.11.2020,23.04.2021
BOMBARDIER INC. CL. B          ,866671.ETR,13.11.2020,23.04.2021
BOOKING HLDGS     DL-*008      ,A2JEXP.FFM,13.11.2020,23.04.2021
BOOKING HLDGS     DL-*008      ,A2JEXP.ETR,13.11.2020,23.04.2021
BORGWARNER INC.    DL-*01      ,887320.ETR,15.01.2021,23.04.2021
BORGWARNER INC.    DL-*01      ,887320.FFM,15.01.2021,23.04.2021
BORUSSIA DORTMUND              ,549309.FFM,13.11.2020,23.04.2021
BORUSSIA DORTMUND              ,549309.ETR,13.11.2020,23.04.2021
BOSTON PROPERTIES DL-*01       ,907550.ETR,15.01.2021,22.03.2021
BOSTON PROPERTIES DL-*01       ,907550.FFM,15.01.2021,23.04.2021
BOSTON SCIENTIFIC  DL-*01      ,884113.ETR,15.01.2021,23.04.2021
BOSTON SCIENTIFIC  DL-*01      ,884113.FFM,15.01.2021,23.04.2021
BOUYGUES SA INH.     EO 1      ,858821.FFM,08.05.2020,01.01.2019
BOUYGUES SA INH.     EO 1      ,858821.ETR,20.03.2020,20.03.2020
BP PLC             DL-*25      ,850517.FFM,13.11.2020,23.04.2021
BP PLC             DL-*25      ,850517.ETR,13.11.2020,23.04.2021
BP PLC DZ/1 DL-*25             ,861873.ETR,13.11.2020,22.03.2021
BP PLC DZ/1 DL-*25             ,861873.FFM,13.11.2020,23.04.2021
BRENNTAG AG NA O.N. NEUE       ,A2TSVY.FFM,21.06.2019,21.06.2019
BRENNTAG SE NA O.N.            ,A1DAHH.FFM,13.11.2020,23.04.2021
BRENNTAG SE NA O.N.            ,A1DAHH.ETR,13.11.2020,23.04.2021
BRENNTAG SE NA O.N. NEUE       ,A3H23T.ETR,15.01.2021,23.04.2021
BRENNTAG SE NA O.N. NEUE       ,A3H23T.FFM,15.01.2021,23.04.2021
BRENNTAG SE UNSP.ADR/0*20      ,A2N4KC.ETR,13.11.2020,22.03.2021
BRENNTAG SE UNSP.ADR/0*20      ,A2N4KC.FFM,13.11.2020,23.04.2021
BRIGHTHOUSE FINANC.DL-*01      ,A2DUDM.ETR,26.01.2021,23.04.2021
BRIGHTHOUSE FINANC.DL-*01      ,A2DUDM.FFM,27.01.2021,23.04.2021
BRISTOL-MYERS SQUIBBDL-10      ,850501.FFM,13.11.2020,23.04.2021
BRISTOL-MYERS SQUIBBDL-10      ,850501.ETR,13.11.2020,23.04.2021
BRIT.AMER.TOBACCO  LS-*25      ,916018.FFM,13.11.2020,23.04.2021
BRIT.AMER.TOBACCO  LS-*25      ,916018.ETR,13.11.2020,23.04.2021
BROADCOM INC.     DL-*001      ,A2JG9Z.FFM,13.11.2020,23.04.2021
BROADCOM INC.     DL-*001      ,A2JG9Z.ETR,13.11.2020,23.04.2021
BROCKHAUS CAPITAL MGMT ON      ,A2GSU4.FFM,13.11.2020,23.04.2021
BROCKHAUS CAPITAL MGMT ON      ,A2GSU4.ETR,13.11.2020,23.04.2021
BRUEDER MANNESM.AG O.N.        ,527550.ETR,02.05.2019,02.05.2019
BRUEDER MANNESM.AG O.N.        ,527550.FFM,17.05.2019,01.01.2019
BT GROUP PLC      LS 0.05      ,794796.FFM,13.11.2020,23.04.2021
BT GROUP PLC      LS 0.05      ,794796.ETR,13.11.2020,23.04.2021
C-IBO.E.L.S.D.O.T.U.ETF I      ,ETF500.FFM,27.12.2019,27.12.2019
C.-IB.E.S.I-L.E-I.U.ETF I      ,ETF530.FFM,27.12.2019,27.12.2019
C.-MSCI NO.AM.TRN U.ETF I      ,ETF113.FFM,27.12.2019,27.12.2019
C.-S+P 500 EO D.HD N.TR I      ,ETF014.FFM,27.12.2019,27.12.2019
C.H. ROB. WORLDWIDE NEW        ,A0HGF5.ETR,13.11.2020,23.04.2021
C.H. ROB. WORLDWIDE NEW        ,A0HGF5.FFM,13.11.2020,23.04.2021
C.I.E.L.S.D10-15T.U.ETF I      ,ETF507.FFM,27.12.2019,27.12.2019
C.I.E.S.G.C.3M-2T.U.ETF I      ,ETF520.FFM,27.12.2019,27.12.2019
C.IB.E.L.S.D.25+T.U.ETF I      ,ETF509.FFM,07.02.2020,07.02.2020
C.IB.E.S.G.C.10+T.U.ETF I      ,ETF523.FFM,27.12.2019,27.12.2019
C.MSCI JAP.100P.D.HD EO I      ,ETF025.FFM,22.11.2019,22.11.2019
C.MSCI PAC.EXJP.T.U.ETF I      ,ETF115.FFM,27.12.2019,27.12.2019
C.S.-DJ INDUST.AV.U.ETF I      ,ETF010.FFM,07.02.2020,07.02.2020
C.S.-MSCI PACIF.T.U.ETF I      ,ETF114.FFM,07.02.2020,07.02.2020
C3 AI INC. CL.A  DL -*001      ,A2QJVE.ETR,23.04.2021,23.04.2021
C3 AI INC. CL.A  DL -*001      ,A2QJVE.FFM,23.04.2021,23.04.2021
CA IMMOB.ANL.                  ,876520.ETR,07.01.2020,07.01.2020
CA IMMOB.ANL.                  ,876520.FFM,20.03.2020,01.01.2019
CABOT OIL + GAS    DL-*10      ,881646.ETR,15.01.2021,23.04.2021
CABOT OIL + GAS    DL-*10      ,881646.FFM,15.01.2021,23.04.2021
CADENCE DESIGN SYS DL-*01      ,873567.FFM,13.11.2020,23.04.2021
CADENCE DESIGN SYS DL-*01      ,873567.ETR,13.11.2020,23.04.2021
CAMPBELL SOUP CO.DL-*0375      ,850561.ETR,13.11.2020,23.04.2021
CAMPBELL SOUP CO.DL-*0375      ,850561.FFM,13.11.2020,23.04.2021
CANCOM SE O.N.                 ,541910.FFM,13.11.2020,23.04.2021
CANCOM SE O.N.                 ,541910.ETR,13.11.2020,23.04.2021
CAPITAL ONE FINL   DL-*01      ,893413.ETR,15.01.2021,23.04.2021
CAPITAL ONE FINL   DL-*01      ,893413.FFM,15.01.2021,23.04.2021
CAPSENSIXX AG  INH O.N.        ,A2G9M1.FFM,13.11.2020,23.04.2021
CAPSENSIXX AG  INH O.N.        ,A2G9M1.ETR,13.11.2020,23.04.2021
CARL ZEISS MEDITEC AG          ,531370.FFM,13.11.2020,23.04.2021
CARL ZEISS MEDITEC AG          ,531370.ETR,13.11.2020,23.04.2021
CARNIVAL PLC      DL 1*66      ,120071.FFM,13.11.2020,23.04.2021
CARNIVAL PLC      DL 1*66      ,120071.ETR,13.11.2020,23.04.2021
CARREFOUR S.A. INH.EO 2*5      ,852362.FFM,13.11.2020,23.04.2021
CARREFOUR S.A. INH.EO 2*5      ,852362.ETR,13.11.2020,23.04.2021
CARRIER GLBL CORP  DL-*01      ,A2P1UY.ETR,13.11.2020,23.04.2021
CARRIER GLBL CORP  DL-*01      ,A2P1UY.FFM,13.11.2020,23.04.2021
CATERPILLAR INC.     DL 1      ,850598.FFM,13.11.2020,23.04.2021
CATERPILLAR INC.     DL 1      ,850598.ETR,13.11.2020,23.04.2021
CBS CORP. B      DL -*001      ,A0HM1P.ETR,03.12.2019,03.12.2019
CBS CORP. B      DL -*001      ,A0HM1P.FFM,20.03.2020,20.03.2020
CECONOMY AG  ST O.N.           ,725750.FFM,13.11.2020,23.04.2021
CECONOMY AG  ST O.N.           ,725750.ETR,13.11.2020,23.04.2021
CECONOMY AG  VZO O.N.          ,725753.FFM,13.11.2020,23.04.2021
CECONOMY AG  VZO O.N.          ,725753.ETR,13.11.2020,23.04.2021
CELGENE CORP.      DL-*01      ,881244.ETR,20.11.2019,20.11.2019
CELGENE CORP.      DL-*01      ,881244.FFM,27.12.2019,01.01.2019
CENIT AG O.N.                  ,540710.FFM,13.11.2020,23.04.2021
CENIT AG O.N.                  ,540710.ETR,13.11.2020,23.04.2021
CENTERPOINT ENERGY INC.        ,854566.ETR,15.01.2021,23.04.2021
CENTERPOINT ENERGY INC.        ,854566.FFM,15.01.2021,23.04.2021
CENTOGENE N.V. EO -*12         ,A2PUCU.ETR,26.03.2021,23.04.2021
CENTOGENE N.V. EO -*12         ,A2PUCU.FFM,26.03.2021,23.04.2021
CENTROTEC SE  INH O.N.         ,540750.ETR,13.11.2020,15.01.2021
CENTROTEC SE  INH O.N.         ,540750.FFM,13.11.2020,22.01.2021
CENTROTEC SE  Z.VERK.          ,A3H22V.ETR,14.12.2020,15.01.2021
CENTROTEC SE  Z.VERK.          ,A3H22V.FFM,14.12.2020,22.01.2021
CEOTRONICS AG O.N.             ,540740.FFM,13.11.2020,23.04.2021
CEOTRONICS AG O.N.             ,540740.ETR,13.11.2020,23.04.2021
CERENCE INC.      DL-*001      ,A2PRLS.FFM,13.11.2020,23.04.2021
CERENCE INC.      DL-*001      ,A2PRLS.ETR,13.11.2020,23.04.2021
CERUS CORP.       DL-*001      ,905249.ETR,16.02.2021,23.04.2021
CERUS CORP.       DL-*001      ,905249.FFM,16.02.2021,23.04.2021
CEWE STIFT.KGAA  O.N.          ,540390.FFM,13.11.2020,23.04.2021
CEWE STIFT.KGAA  O.N.          ,540390.ETR,13.11.2020,23.04.2021
CHARL.RIV.LAB INTL DL-*01      ,939391.ETR,15.01.2021,23.04.2021
CHARL.RIV.LAB INTL DL-*01      ,939391.FFM,15.01.2021,23.04.2021
